Year,Date,Cultivar,LTE_C
2018_19,3/21/19,PP,-23.9
2018_19,3/21/19,PP,-23.9
2019_20,11/18/19,BR,-23.9
2019_20,11/18/19,FR,-23.9
2019_20,11/18/19,MQ,-23.9
2019_20,11/18/19,PP,-23.9
2019_20,12/4/19,MQ,-23.9
2019_20,12/4/19,MQ,-23.9
2019_20,12/4/19,PP,-23.9
2019_20,12/18/19,MQ,-23.9
2019_20,12/18/19,MQ,-23.9
2019_20,1/3/20,BR,-23.9
2019_20,1/3/20,LC,-23.9
2019_20,1/3/20,MQ,-23.9
2019_20,1/3/20,PP,-23.9
2019_20,1/3/20,PP,-23.9
2019_20,1/16/20,MQ,-23.9
2019_20,1/16/20,PP,-23.9
2019_20,1/16/20,PP,-23.9
2019_20,2/13/20,LC,-23.9
2019_20,2/26/20,BR,-23.9
2019_20,2/26/20,PP,-23.9
2019_20,2/26/20,PP,-23.9
2019_20,3/4/20,MQ,-23.9
2019_20,3/4/20,MQ,-23.9
2019_20,3/4/20,PP,-23.9
2019_20,3/18/20,FR,-23.9
2019_20,3/24/20,FR,-23.9
2021_22,11/9/21,LC,-23.9
2021_22,1/19/22,MQ,-23.9
2018_19,11/13/18,FR,-23.8
2018_19,11/13/18,FR,-23.8
2018_19,11/23/18,BR,-23.8
2018_19,11/23/18,LC,-23.8
2018_19,11/23/18,LC,-23.8
2018_19,11/23/18,MQ,-23.8
2018_19,1/4/19,FR,-23.8
2018_19,1/4/19,PP,-23.8
2018_19,1/16/19,MQ,-23.8
2018_19,3/11/19,FR,-23.8
2018_19,3/21/19,LC,-23.8
2018_19,3/21/19,LC,-23.8
2018_19,3/21/19,PP,-23.8
2019_20,11/18/19,BR,-23.8
2019_20,11/18/19,LC,-23.8
2019_20,11/18/19,LC,-23.8
2019_20,11/18/19,LC,-23.8
2019_20,12/4/19,FR,-23.8
2019_20,12/4/19,LC,-23.8
2019_20,12/4/19,MQ,-23.8
2019_20,12/4/19,PP,-23.8
2019_20,12/18/19,MQ,-23.8
2019_20,1/3/20,LC,-23.8
2019_20,1/3/20,PP,-23.8
2019_20,1/16/20,PP,-23.8
2019_20,1/29/20,FR,-23.8
2019_20,1/29/20,MQ,-23.8
2019_20,2/13/20,BR,-23.8
2019_20,2/13/20,MQ,-23.8
2019_20,2/26/20,LC,-23.8
2019_20,2/26/20,MQ,-23.8
2019_20,2/26/20,MQ,-23.8
2019_20,2/26/20,PP,-23.8
2019_20,3/18/20,FR,-23.8
2019_20,3/24/20,FR,-23.8
2019_20,3/24/20,FR,-23.8
2021_22,11/23/21,MQ,-23.8
2021_22,11/23/21,PP,-23.8
2018_19,11/13/18,MQ,-23.7
2018_19,11/13/18,MQ,-23.7
2018_19,11/13/18,PP,-23.7
2018_19,11/23/18,BR,-23.7
2018_19,11/23/18,BR,-23.7
2018_19,11/23/18,FR,-23.7
2018_19,11/23/18,FR,-23.7
2018_19,11/23/18,MQ,-23.7
2018_19,12/19/18,FR,-23.7
2018_19,1/4/19,BR,-23.7
2018_19,1/4/19,MQ,-23.7
2018_19,1/4/19,PP,-23.7
2018_19,2/19/19,FR,-23.7
2018_19,3/21/19,FR,-23.7
2018_19,3/21/19,LC,-23.7
2019_20,11/18/19,BR,-23.7
2019_20,11/18/19,BR,-23.7
2019_20,11/18/19,FR,-23.7
2019_20,12/4/19,BR,-23.7
2019_20,12/4/19,FR,-23.7
2019_20,12/4/19,LC,-23.7
2019_20,1/3/20,MQ,-23.7
2019_20,1/3/20,PP,-23.7
2019_20,1/16/20,PP,-23.7
2019_20,1/29/20,BR,-23.7
2019_20,1/29/20,MQ,-23.7
2019_20,2/13/20,FR,-23.7
2019_20,2/26/20,LC,-23.7
2019_20,2/26/20,MQ,-23.7
2019_20,3/4/20,LC,-23.7
2019_20,3/4/20,PP,-23.7
2019_20,3/18/20,FR,-23.7
2019_20,3/24/20,FR,-23.7
2019_20,3/24/20,FR,-23.7
2021_22,11/23/21,BR,-23.7
2021_22,11/9/21,FR,-23.7
2021_22,11/23/21,PP,-23.7
2018_19,11/13/18,FR,-23.6
2018_19,11/13/18,LC,-23.6
2018_19,11/13/18,MQ,-23.6
2018_19,11/13/18,MQ,-23.6
2018_19,11/13/18,MQ,-23.6
2018_19,11/13/18,PP,-23.6
2018_19,11/23/18,BR,-23.6
2018_19,11/23/18,LC,-23.6
2018_19,11/23/18,MQ,-23.6
2018_19,11/23/18,MQ,-23.6
2018_19,11/23/18,PP,-23.6
2018_19,12/19/18,BR,-23.6
2018_19,12/19/18,MQ,-23.6
2018_19,12/19/18,PP,-23.6
2018_19,1/4/19,FR,-23.6
2018_19,1/4/19,FR,-23.6
2018_19,1/16/19,MQ,-23.6
2018_19,2/5/19,PP,-23.6
2018_19,3/21/19,BR,-23.6
2018_19,3/21/19,FR,-23.6
2018_19,3/21/19,MQ,-23.6
2018_19,3/21/19,MQ,-23.6
2018_19,3/21/19,PP,-23.6
2019_20,11/6/19,FR,-23.6
2019_20,11/6/19,FR,-23.6
2019_20,11/18/19,BR,-23.6
2019_20,11/18/19,BR,-23.6
2019_20,11/18/19,FR,-23.6
2019_20,11/18/19,FR,-23.6
2019_20,11/18/19,LC,-23.6
2019_20,12/4/19,FR,-23.6
2019_20,12/4/19,FR,-23.6
2019_20,12/4/19,FR,-23.6
2019_20,12/4/19,LC,-23.6
2019_20,12/4/19,MQ,-23.6
2019_20,12/4/19,PP,-23.6
2019_20,1/3/20,FR,-23.6
2019_20,1/3/20,MQ,-23.6
2019_20,1/16/20,PP,-23.6
2019_20,2/26/20,PP,-23.6
2019_20,3/4/20,BR,-23.6
2019_20,3/4/20,PP,-23.6
2019_20,3/18/20,FR,-23.6
2019_20,3/18/20,FR,-23.6
2019_20,3/24/20,FR,-23.6
2019_20,3/24/20,MQ,-23.6
2021_22,11/23/21,BR,-23.6
2021_22,11/9/21,FR,-23.6
2021_22,11/9/21,FR,-23.6
2021_22,11/23/21,PP,-23.6
2018_19,11/13/18,FR,-23.5
2018_19,11/13/18,MQ,-23.5
2018_19,11/23/18,LC,-23.5
2018_19,11/23/18,PP,-23.5
2018_19,12/19/18,FR,-23.5
2018_19,1/4/19,FR,-23.5
2018_19,1/4/19,PP,-23.5
2018_19,2/5/19,BR,-23.5
2018_19,3/11/19,MQ,-23.5
2018_19,3/11/19,PP,-23.5
2018_19,3/21/19,PP,-23.5
2019_20,11/6/19,FR,-23.5
2019_20,11/6/19,LC,-23.5
2019_20,11/18/19,BR,-23.5
2019_20,11/18/19,LC,-23.5
2019_20,11/18/19,MQ,-23.5
2019_20,11/18/19,PP,-23.5
2019_20,12/4/19,BR,-23.5
2019_20,12/4/19,FR,-23.5
2019_20,12/4/19,FR,-23.5
2019_20,12/4/19,FR,-23.5
2019_20,12/4/19,LC,-23.5
2019_20,12/4/19,MQ,-23.5
2019_20,12/4/19,PP,-23.5
2019_20,12/4/19,PP,-23.5
2019_20,12/18/19,PP,-23.5
2019_20,12/18/19,PP,-23.5
2019_20,1/3/20,FR,-23.5
2019_20,1/3/20,PP,-23.5
2019_20,1/29/20,MQ,-23.5
2019_20,1/29/20,PP,-23.5
2019_20,1/29/20,PP,-23.5
2019_20,2/13/20,PP,-23.5
2019_20,2/26/20,MQ,-23.5
2019_20,2/26/20,MQ,-23.5
2019_20,3/4/20,LC,-23.5
2019_20,3/4/20,PP,-23.5
2019_20,3/4/20,PP,-23.5
2019_20,3/4/20,PP,-23.5
2019_20,3/18/20,FR,-23.5
2019_20,3/24/20,FR,-23.5
2021_22,11/23/21,BR,-23.5
2021_22,11/23/21,LC,-23.5
2018_19,11/23/18,FR,-23.4
2018_19,11/23/18,PP,-23.4
2018_19,12/19/18,BR,-23.4
2018_19,1/16/19,FR,-23.4
2018_19,1/16/19,PP,-23.4
2018_19,3/21/19,BR,-23.4
2018_19,3/21/19,BR,-23.4
2018_19,3/21/19,FR,-23.4
2018_19,3/21/19,FR,-23.4
2018_19,3/21/19,LC,-23.4
2019_20,11/18/19,FR,-23.4
2019_20,11/18/19,LC,-23.4
2019_20,11/18/19,PP,-23.4
2019_20,12/4/19,FR,-23.4
2019_20,1/3/20,FR,-23.4
2019_20,1/3/20,FR,-23.4
2019_20,1/3/20,LC,-23.4
2019_20,1/3/20,MQ,-23.4
2019_20,1/16/20,PP,-23.4
2019_20,1/29/20,PP,-23.4
2019_20,2/26/20,PP,-23.4
2019_20,2/26/20,PP,-23.4
2019_20,3/4/20,LC,-23.4
2019_20,3/4/20,LC,-23.4
2019_20,3/18/20,FR,-23.4
2019_20,3/18/20,FR,-23.4
2019_20,3/24/20,FR,-23.4
2019_20,3/24/20,MQ,-23.4
2021_22,11/23/21,BR,-23.4
2021_22,11/23/21,BR,-23.4
2021_22,11/9/21,LC,-23.4
2021_22,11/23/21,PP,-23.4
2021_22,11/23/21,PP,-23.4
2021_22,11/23/21,PP,-23.4
2018_19,11/13/18,FR,-23.3
2018_19,11/13/18,LC,-23.3
2018_19,11/13/18,MQ,-23.3
2018_19,11/23/18,LC,-23.3
2018_19,11/23/18,LC,-23.3
2018_19,11/23/18,LC,-23.3
2018_19,11/23/18,PP,-23.3
2018_19,12/19/18,MQ,-23.3
2018_19,12/19/18,PP,-23.3
2018_19,1/4/19,FR,-23.3
2018_19,1/4/19,LC,-23.3
2018_19,1/16/19,PP,-23.3
2018_19,3/21/19,BR,-23.3
2018_19,3/21/19,FR,-23.3
2018_19,3/21/19,MQ,-23.3
2018_19,3/21/19,MQ,-23.3
2018_19,3/21/19,PP,-23.3
2019_20,10/23/19,PP,-23.3
2019_20,11/18/19,FR,-23.3
2019_20,11/18/19,LC,-23.3
2019_20,12/4/19,BR,-23.3
2019_20,12/4/19,LC,-23.3
2019_20,12/4/19,LC,-23.3
2019_20,12/4/19,LC,-23.3
2019_20,12/4/19,PP,-23.3
2019_20,1/3/20,PP,-23.3
2019_20,1/16/20,PP,-23.3
2019_20,1/29/20,MQ,-23.3
2019_20,2/13/20,PP,-23.3
2019_20,2/26/20,LC,-23.3
2019_20,2/26/20,PP,-23.3
2019_20,2/26/20,PP,-23.3
2019_20,3/18/20,BR,-23.3
2019_20,3/18/20,FR,-23.3
2019_20,3/24/20,FR,-23.3
2019_20,3/24/20,FR,-23.3
2019_20,3/24/20,FR,-23.3
2021_22,11/23/21,BR,-23.3
2021_22,11/9/21,FR,-23.3
2021_22,3/12/22,FR,-23.3
2021_22,11/9/21,LC,-23.3
2021_22,11/23/21,LC,-23.3
2018_19,11/13/18,BR,-23.2
2018_19,11/13/18,PP,-23.2
2018_19,11/23/18,BR,-23.2
2018_19,11/23/18,PP,-23.2
2018_19,12/19/18,LC,-23.2
2018_19,2/5/19,LC,-23.2
2018_19,2/5/19,MQ,-23.2
2018_19,2/19/19,BR,-23.2
2018_19,3/11/19,LC,-23.2
2018_19,3/11/19,PP,-23.2
2019_20,11/6/19,FR,-23.2
2019_20,11/6/19,LC,-23.2
2019_20,11/18/19,BR,-23.2
2019_20,11/18/19,PP,-23.2
2019_20,11/18/19,PP,-23.2
2019_20,12/4/19,FR,-23.2
2019_20,12/4/19,FR,-23.2
2019_20,12/4/19,FR,-23.2
2019_20,1/3/20,MQ,-23.2
2019_20,1/3/20,PP,-23.2
2019_20,1/16/20,MQ,-23.2
2019_20,1/29/20,BR,-23.2
2019_20,1/29/20,PP,-23.2
2019_20,2/26/20,LC,-23.2
2019_20,2/26/20,PP,-23.2
2019_20,3/4/20,BR,-23.2
2019_20,3/4/20,LC,-23.2
2019_20,3/18/20,FR,-23.2
2019_20,3/24/20,FR,-23.2
2021_22,11/9/21,FR,-23.2
2021_22,11/9/21,LC,-23.2
2021_22,11/9/21,MQ,-23.2
2021_22,11/23/21,PP,-23.2
2018_19,11/13/18,BR,-23.1
2018_19,11/13/18,FR,-23.1
2018_19,11/13/18,FR,-23.1
2018_19,11/13/18,FR,-23.1
2018_19,11/13/18,LC,-23.1
2018_19,11/13/18,LC,-23.1
2018_19,11/23/18,BR,-23.1
2018_19,11/23/18,PP,-23.1
2018_19,1/4/19,LC,-23.1
2018_19,1/4/19,PP,-23.1
2018_19,2/19/19,BR,-23.1
2018_19,3/21/19,BR,-23.1
2018_19,3/21/19,LC,-23.1
2018_19,3/21/19,PP,-23.1
2019_20,11/6/19,FR,-23.1
2019_20,12/4/19,BR,-23.1
2019_20,12/18/19,PP,-23.1
2019_20,1/3/20,MQ,-23.1
2019_20,1/16/20,MQ,-23.1
2019_20,1/16/20,PP,-23.1
2019_20,2/13/20,MQ,-23.1
2019_20,2/13/20,MQ,-23.1
2019_20,3/4/20,BR,-23.1
2019_20,3/4/20,MQ,-23.1
2019_20,3/24/20,FR,-23.1
2019_20,3/24/20,FR,-23.1
2019_20,3/24/20,MQ,-23.1
2021_22,11/23/21,BR,-23.1
2021_22,11/9/21,FR,-23.1
2021_22,11/9/21,LC,-23.1
2018_19,10/26/18,BR,-23
2018_19,11/13/18,FR,-23
2018_19,11/13/18,LC,-23
2018_19,11/13/18,PP,-23
2018_19,11/23/18,FR,-23
2018_19,12/19/18,MQ,-23
2018_19,2/5/19,MQ,-23
2018_19,3/21/19,LC,-23
2019_20,11/6/19,FR,-23
2019_20,11/18/19,BR,-23
2019_20,11/18/19,BR,-23
2019_20,11/18/19,BR,-23
2019_20,11/18/19,FR,-23
2019_20,11/18/19,FR,-23
2019_20,11/18/19,LC,-23
2019_20,11/18/19,LC,-23
2019_20,11/18/19,PP,-23
2019_20,12/4/19,FR,-23
2019_20,12/4/19,LC,-23
2019_20,12/4/19,LC,-23
2019_20,12/4/19,MQ,-23
2019_20,12/4/19,MQ,-23
2019_20,12/4/19,PP,-23
2019_20,12/4/19,PP,-23
2019_20,12/18/19,LC,-23
2019_20,12/18/19,PP,-23
2019_20,1/3/20,FR,-23
2019_20,1/3/20,FR,-23
2019_20,1/3/20,FR,-23
2019_20,1/3/20,PP,-23
2019_20,1/3/20,PP,-23
2019_20,1/29/20,PP,-23
2019_20,2/26/20,BR,-23
2019_20,2/26/20,PP,-23
2019_20,2/26/20,PP,-23
2019_20,2/26/20,PP,-23
2019_20,3/18/20,FR,-23
2019_20,3/24/20,FR,-23
2019_20,3/24/20,FR,-23
2021_22,11/23/21,BR,-23
2021_22,11/9/21,FR,-23
2021_22,3/12/22,FR,-23
2021_22,11/23/21,PP,-23
2018_19,11/13/18,BR,-22.9
2018_19,11/13/18,BR,-22.9
2018_19,11/13/18,MQ,-22.9
2018_19,11/13/18,PP,-22.9
2018_19,11/23/18,BR,-22.9
2018_19,11/23/18,FR,-22.9
2018_19,11/23/18,MQ,-22.9
2018_19,12/19/18,PP,-22.9
2018_19,12/19/18,PP,-22.9
2018_19,1/16/19,PP,-22.9
2018_19,2/5/19,PP,-22.9
2018_19,3/21/19,BR,-22.9
2019_20,11/6/19,BR,-22.9
2019_20,11/6/19,FR,-22.9
2019_20,11/6/19,LC,-22.9
2019_20,11/6/19,LC,-22.9
2019_20,11/6/19,LC,-22.9
2019_20,11/18/19,LC,-22.9
2019_20,11/18/19,PP,-22.9
2019_20,12/4/19,BR,-22.9
2019_20,12/4/19,BR,-22.9
2019_20,12/4/19,FR,-22.9
2019_20,12/4/19,PP,-22.9
2019_20,12/4/19,PP,-22.9
2019_20,12/18/19,MQ,-22.9
2019_20,1/3/20,MQ,-22.9
2019_20,1/3/20,PP,-22.9
2019_20,1/16/20,FR,-22.9
2019_20,1/29/20,FR,-22.9
2019_20,1/29/20,PP,-22.9
2019_20,2/13/20,MQ,-22.9
2019_20,2/26/20,MQ,-22.9
2019_20,3/4/20,PP,-22.9
2019_20,3/4/20,PP,-22.9
2019_20,3/18/20,BR,-22.9
2019_20,3/18/20,FR,-22.9
2019_20,3/24/20,FR,-22.9
2019_20,3/24/20,PP,-22.9
2021_22,11/23/21,BR,-22.9
2021_22,11/23/21,BR,-22.9
2021_22,11/23/21,BR,-22.9
2021_22,12/22/21,MQ,-22.9
2018_19,11/13/18,LC,-22.8
2018_19,11/23/18,FR,-22.8
2018_19,11/23/18,PP,-22.8
2018_19,12/19/18,PP,-22.8
2018_19,2/5/19,LC,-22.8
2018_19,3/11/19,PP,-22.8
2018_19,3/21/19,BR,-22.8
2018_19,3/21/19,BR,-22.8
2018_19,3/21/19,MQ,-22.8
2018_19,3/21/19,PP,-22.8
2019_20,11/6/19,MQ,-22.8
2019_20,11/18/19,FR,-22.8
2019_20,11/18/19,FR,-22.8
2019_20,11/18/19,LC,-22.8
2019_20,11/18/19,PP,-22.8
2019_20,12/4/19,BR,-22.8
2019_20,12/4/19,MQ,-22.8
2019_20,12/18/19,PP,-22.8
2019_20,1/3/20,LC,-22.8
2019_20,1/3/20,PP,-22.8
2019_20,2/13/20,PP,-22.8
2019_20,2/26/20,PP,-22.8
2019_20,2/26/20,PP,-22.8
2019_20,2/26/20,PP,-22.8
2019_20,3/4/20,LC,-22.8
2019_20,3/4/20,PP,-22.8
2019_20,3/24/20,PP,-22.8
2021_22,11/23/21,BR,-22.8
2021_22,11/9/21,FR,-22.8
2021_22,11/9/21,FR,-22.8
2021_22,3/12/22,LC,-22.8
2018_19,11/13/18,FR,-22.7
2018_19,11/13/18,PP,-22.7
2018_19,11/13/18,PP,-22.7
2018_19,11/23/18,FR,-22.7
2018_19,11/23/18,LC,-22.7
2018_19,11/23/18,MQ,-22.7
2018_19,11/23/18,MQ,-22.7
2018_19,11/23/18,PP,-22.7
2018_19,11/23/18,PP,-22.7
2018_19,1/4/19,PP,-22.7
2018_19,1/16/19,PP,-22.7
2018_19,3/21/19,BR,-22.7
2019_20,11/6/19,FR,-22.7
2019_20,11/6/19,FR,-22.7
2019_20,11/6/19,FR,-22.7
2019_20,11/6/19,MQ,-22.7
2019_20,11/18/19,BR,-22.7
2019_20,11/18/19,FR,-22.7
2019_20,11/18/19,LC,-22.7
2019_20,11/18/19,PP,-22.7
2019_20,11/18/19,PP,-22.7
2019_20,11/18/19,PP,-22.7
2019_20,11/18/19,PP,-22.7
2019_20,12/4/19,MQ,-22.7
2019_20,12/18/19,MQ,-22.7
2019_20,1/3/20,BR,-22.7
2019_20,1/3/20,MQ,-22.7
2019_20,1/3/20,PP,-22.7
2019_20,1/16/20,PP,-22.7
2019_20,1/29/20,MQ,-22.7
2019_20,2/26/20,MQ,-22.7
2019_20,3/18/20,FR,-22.7
2019_20,3/18/20,PP,-22.7
2021_22,11/9/21,LC,-22.7
2021_22,11/9/21,MQ,-22.7
2021_22,11/23/21,PP,-22.7
2021_22,11/23/21,PP,-22.7
2018_19,11/13/18,BR,-22.6
2018_19,11/13/18,BR,-22.6
2018_19,11/13/18,FR,-22.6
2018_19,11/13/18,FR,-22.6
2018_19,11/13/18,LC,-22.6
2018_19,11/13/18,MQ,-22.6
2018_19,11/23/18,PP,-22.6
2018_19,12/19/18,MQ,-22.6
2018_19,1/16/19,LC,-22.6
2018_19,3/11/19,BR,-22.6
2018_19,3/11/19,MQ,-22.6
2018_19,3/21/19,BR,-22.6
2018_19,3/21/19,MQ,-22.6
2018_19,3/21/19,PP,-22.6
2019_20,11/6/19,FR,-22.6
2019_20,11/6/19,FR,-22.6
2019_20,11/6/19,LC,-22.6
2019_20,11/6/19,PP,-22.6
2019_20,11/18/19,BR,-22.6
2019_20,11/18/19,MQ,-22.6
2019_20,11/18/19,MQ,-22.6
2019_20,11/18/19,PP,-22.6
2019_20,12/4/19,LC,-22.6
2019_20,12/18/19,FR,-22.6
2019_20,12/18/19,MQ,-22.6
2019_20,1/3/20,BR,-22.6
2019_20,1/3/20,MQ,-22.6
2019_20,1/3/20,PP,-22.6
2019_20,1/3/20,PP,-22.6
2019_20,1/29/20,MQ,-22.6
2019_20,2/26/20,MQ,-22.6
2019_20,2/26/20,PP,-22.6
2019_20,3/4/20,PP,-22.6
2021_22,11/23/21,BR,-22.6
2021_22,3/12/22,FR,-22.6
2021_22,11/9/21,LC,-22.6
2021_22,11/9/21,MQ,-22.6
2018_19,11/13/18,BR,-22.5
2018_19,11/13/18,FR,-22.5
2018_19,11/13/18,LC,-22.5
2018_19,11/13/18,LC,-22.5
2018_19,11/13/18,MQ,-22.5
2018_19,11/13/18,PP,-22.5
2018_19,11/23/18,FR,-22.5
2018_19,2/5/19,BR,-22.5
2018_19,3/21/19,BR,-22.5
2018_19,3/21/19,MQ,-22.5
2019_20,11/6/19,BR,-22.5
2019_20,11/18/19,FR,-22.5
2019_20,11/18/19,FR,-22.5
2019_20,11/18/19,FR,-22.5
2019_20,11/18/19,LC,-22.5
2019_20,11/18/19,MQ,-22.5
2019_20,11/18/19,MQ,-22.5
2019_20,12/4/19,LC,-22.5
2019_20,12/4/19,LC,-22.5
2019_20,12/4/19,PP,-22.5
2019_20,12/18/19,BR,-22.5
2019_20,1/3/20,BR,-22.5
2019_20,1/3/20,PP,-22.5
2019_20,1/16/20,PP,-22.5
2019_20,2/26/20,PP,-22.5
2019_20,3/4/20,LC,-22.5
2019_20,3/18/20,FR,-22.5
2019_20,3/18/20,LC,-22.5
2019_20,3/24/20,BR,-22.5
2019_20,3/24/20,MQ,-22.5
2021_22,11/9/21,FR,-22.5
2021_22,10/26/21,MQ,-22.5
2021_22,11/9/21,MQ,-22.5
2021_22,11/9/21,MQ,-22.5
2018_19,11/13/18,BR,-22.4
2018_19,11/13/18,LC,-22.4
2018_19,11/13/18,PP,-22.4
2018_19,11/23/18,LC,-22.4
2018_19,11/23/18,PP,-22.4
2018_19,11/23/18,PP,-22.4
2018_19,12/19/18,MQ,-22.4
2018_19,3/21/19,BR,-22.4
2018_19,3/21/19,BR,-22.4
2018_19,3/21/19,FR,-22.4
2018_19,3/21/19,PP,-22.4
2018_19,4/3/19,FR,-22.4
2019_20,11/6/19,FR,-22.4
2019_20,11/6/19,LC,-22.4
2019_20,11/6/19,PP,-22.4
2019_20,11/18/19,LC,-22.4
2019_20,12/4/19,PP,-22.4
2019_20,1/3/20,PP,-22.4
2019_20,1/29/20,MQ,-22.4
2019_20,3/18/20,BR,-22.4
2019_20,3/18/20,FR,-22.4
2019_20,3/24/20,FR,-22.4
2021_22,11/9/21,FR,-22.4
2021_22,3/12/22,FR,-22.4
2021_22,11/9/21,MQ,-22.4
2018_19,11/13/18,PP,-22.3
2018_19,11/23/18,BR,-22.3
2018_19,11/23/18,PP,-22.3
2018_19,3/11/19,MQ,-22.3
2018_19,3/21/19,BR,-22.3
2018_19,3/21/19,LC,-22.3
2018_19,4/3/19,FR,-22.3
2019_20,11/6/19,PP,-22.3
2019_20,11/18/19,BR,-22.3
2019_20,11/18/19,FR,-22.3
2019_20,12/4/19,LC,-22.3
2019_20,12/4/19,LC,-22.3
2019_20,12/4/19,MQ,-22.3
2019_20,12/4/19,MQ,-22.3
2019_20,1/29/20,PP,-22.3
2019_20,2/26/20,PP,-22.3
2021_22,3/12/22,BR,-22.3
2021_22,11/9/21,FR,-22.3
2021_22,11/9/21,LC,-22.3
2021_22,11/9/21,LC,-22.3
2021_22,11/23/21,LC,-22.3
2021_22,11/23/21,PP,-22.3
2018_19,11/13/18,BR,-22.2
2018_19,11/13/18,LC,-22.2
2018_19,11/13/18,LC,-22.2
2018_19,11/13/18,LC,-22.2
2018_19,11/13/18,PP,-22.2
2018_19,11/13/18,PP,-22.2
2018_19,11/23/18,LC,-22.2
2018_19,2/5/19,FR,-22.2
2018_19,3/11/19,FR,-22.2
2018_19,3/21/19,BR,-22.2
2019_20,10/23/19,PP,-22.2
2019_20,11/6/19,FR,-22.2
2019_20,11/18/19,FR,-22.2
2019_20,11/18/19,MQ,-22.2
2019_20,11/18/19,MQ,-22.2
2019_20,11/18/19,PP,-22.2
2019_20,12/4/19,PP,-22.2
2019_20,12/18/19,BR,-22.2
2019_20,3/4/20,MQ,-22.2
2019_20,3/18/20,BR,-22.2
2019_20,3/18/20,PP,-22.2
2019_20,3/18/20,PP,-22.2
2019_20,3/24/20,BR,-22.2
2019_20,3/24/20,FR,-22.2
2021_22,11/9/21,BR,-22.2
2021_22,11/23/21,BR,-22.2
2021_22,11/9/21,FR,-22.2
2021_22,3/12/22,FR,-22.2
2021_22,11/9/21,LC,-22.2
2021_22,3/12/22,LC,-22.2
2021_22,11/9/21,MQ,-22.2
2021_22,11/9/21,MQ,-22.2
2021_22,11/9/21,MQ,-22.2
2018_19,11/13/18,BR,-22.1
2018_19,11/13/18,BR,-22.1
2018_19,11/13/18,PP,-22.1
2018_19,11/23/18,BR,-22.1
2018_19,11/23/18,PP,-22.1
2018_19,12/19/18,LC,-22.1
2018_19,3/11/19,MQ,-22.1
2018_19,3/21/19,FR,-22.1
2019_20,11/18/19,LC,-22.1
2019_20,12/4/19,LC,-22.1
2019_20,12/4/19,PP,-22.1
2019_20,1/3/20,FR,-22.1
2019_20,1/3/20,LC,-22.1
2019_20,1/3/20,PP,-22.1
2019_20,2/26/20,LC,-22.1
2019_20,2/26/20,LC,-22.1
2019_20,2/26/20,MQ,-22.1
2021_22,11/9/21,FR,-22.1
2021_22,11/9/21,FR,-22.1
2021_22,11/9/21,LC,-22.1
2021_22,11/9/21,LC,-22.1
2021_22,11/9/21,MQ,-22.1
2021_22,11/9/21,MQ,-22.1
2018_19,11/13/18,BR,-22
2018_19,11/13/18,MQ,-22
2018_19,11/23/18,BR,-22
2018_19,11/23/18,FR,-22
2018_19,11/23/18,PP,-22
2018_19,12/19/18,MQ,-22
2018_19,2/5/19,FR,-22
2018_19,4/3/19,FR,-22
2019_20,11/6/19,FR,-22
2019_20,11/6/19,LC,-22
2019_20,11/6/19,LC,-22
2019_20,11/6/19,LC,-22
2019_20,11/18/19,MQ,-22
2019_20,12/4/19,FR,-22
2019_20,12/4/19,MQ,-22
2019_20,12/4/19,PP,-22
2019_20,12/4/19,PP,-22
2019_20,1/29/20,MQ,-22
2019_20,3/4/20,MQ,-22
2019_20,3/18/20,LC,-22
2019_20,3/24/20,FR,-22
2019_20,3/24/20,LC,-22
2019_20,3/24/20,PP,-22
2021_22,11/23/21,BR,-22
2021_22,10/26/21,MQ,-22
2021_22,10/26/21,MQ,-22
2021_22,11/9/21,PP,-22
2018_19,11/13/18,MQ,-21.9
2018_19,11/23/18,PP,-21.9
2018_19,3/21/19,BR,-21.9
2018_19,3/21/19,BR,-21.9
2018_19,3/21/19,PP,-21.9
2018_19,4/3/19,LC,-21.9
2019_20,11/6/19,FR,-21.9
2019_20,11/6/19,MQ,-21.9
2019_20,11/6/19,MQ,-21.9
2019_20,11/6/19,PP,-21.9
2019_20,11/18/19,FR,-21.9
2019_20,11/18/19,MQ,-21.9
2019_20,11/18/19,MQ,-21.9
2019_20,11/18/19,MQ,-21.9
2019_20,12/4/19,FR,-21.9
2019_20,12/4/19,LC,-21.9
2019_20,1/3/20,LC,-21.9
2019_20,3/4/20,PP,-21.9
2019_20,3/18/20,BR,-21.9
2019_20,3/18/20,BR,-21.9
2019_20,3/24/20,FR,-21.9
2019_20,3/24/20,FR,-21.9
2021_22,11/9/21,LC,-21.9
2021_22,10/26/21,MQ,-21.9
2021_22,11/9/21,MQ,-21.9
2021_22,11/9/21,MQ,-21.9
2021_22,11/9/21,PP,-21.9
2018_19,11/13/18,BR,-21.8
2018_19,11/13/18,BR,-21.8
2018_19,11/13/18,BR,-21.8
2018_19,11/13/18,LC,-21.8
2018_19,11/23/18,MQ,-21.8
2018_19,3/21/19,FR,-21.8
2018_19,3/21/19,PP,-21.8
2018_19,3/21/19,PP,-21.8
2018_19,4/3/19,FR,-21.8
2019_20,11/6/19,FR,-21.8
2019_20,11/6/19,LC,-21.8
2019_20,11/6/19,MQ,-21.8
2019_20,11/6/19,PP,-21.8
2019_20,11/18/19,LC,-21.8
2019_20,11/18/19,MQ,-21.8
2019_20,12/4/19,BR,-21.8
2019_20,2/13/20,FR,-21.8
